,Stablecoin_Market_Cap,ETF_Volume_Proxy,BTC_Realized_Cap,Binance_BTC_OI
2025-04-29 00:00:00,"{'peggedUSD': 240070430816, 'peggedVAR': 90226283, 'peggedEUR': 402671197, 'peggedJPY': 1583700137, 'peggedCNY': 37300, 'peggedUAH': 435689, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1558532, 'peggedCHF': 13612416, 'peggedAUD': 409792, 'peggedREAL': 278739070}",1692423118.1030273,,
2025-04-30 00:00:00,"{'peggedUSD': 241735636637, 'peggedVAR': 90246133, 'peggedEUR': 403587284, 'peggedJPY': 1583701278, 'peggedCNY': 37300, 'peggedUAH': 435689, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1478532, 'peggedCHF': 13612496, 'peggedAUD': 409792, 'peggedREAL': 278720483}",1829485438.6138916,,
2025-05-01 00:00:00,"{'peggedUSD': 241809757491, 'peggedVAR': 90240991, 'peggedEUR': 402117002, 'peggedJPY': 1583651693, 'peggedCNY': 37300, 'peggedUAH': 435689, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1398532, 'peggedCHF': 13576874, 'peggedAUD': 409792, 'peggedREAL': 278965022}",2901502910.285187,,
2025-05-02 00:00:00,"{'peggedUSD': 242137107236, 'peggedVAR': 90242992, 'peggedEUR': 404393598, 'peggedJPY': 1583652754, 'peggedCNY': 37300, 'peggedUAH': 436361, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1598532, 'peggedCHF': 13576874, 'peggedAUD': 409792, 'peggedREAL': 278966189}",2397950250.3318787,,
2025-05-03 00:00:00,"{'peggedUSD': 242586336937, 'peggedVAR': 90253235, 'peggedEUR': 403233815, 'peggedJPY': 1583652516, 'peggedCNY': 37300, 'peggedUAH': 436361, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1368532, 'peggedCHF': 13574578, 'peggedAUD': 409792, 'peggedREAL': 278849867}",2397950250.3318787,,
2025-05-04 00:00:00,"{'peggedUSD': 242928992676, 'peggedVAR': 90241598, 'peggedEUR': 403274708, 'peggedJPY': 1583652165, 'peggedCNY': 37300, 'peggedUAH': 436361, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1368532, 'peggedCHF': 13572771, 'peggedAUD': 409792, 'peggedREAL': 278818744}",2397950250.3318787,,
2025-05-05 00:00:00,"{'peggedUSD': 242897519716, 'peggedVAR': 90241161, 'peggedEUR': 409639387, 'peggedJPY': 1583652512, 'peggedCNY': 37300, 'peggedUAH': 436361, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1368532, 'peggedCHF': 13574580, 'peggedAUD': 409792, 'peggedREAL': 278817617}",1338481477.6576996,,
2025-05-06 00:00:00,"{'peggedUSD': 242778014725, 'peggedVAR': 90249210, 'peggedEUR': 407200440, 'peggedJPY': 1583653017, 'peggedCNY': 37300, 'peggedUAH': 436361, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1368532, 'peggedCHF': 13574580, 'peggedAUD': 409792, 'peggedREAL': 278819541}",1110632464.1204834,,
2025-05-07 00:00:00,"{'peggedUSD': 242002692826, 'peggedVAR': 90265936, 'peggedEUR': 408025794, 'peggedJPY': 1583641960, 'peggedCNY': 37300, 'peggedUAH': 436361, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1293532, 'peggedCHF': 14331418, 'peggedAUD': 409792, 'peggedREAL': 278902468}",1620026241.041565,,
2025-05-08 00:00:00,"{'peggedUSD': 242124924709, 'peggedVAR': 90274858, 'peggedEUR': 411972631, 'peggedJPY': 1583643421, 'peggedCNY': 37300, 'peggedUAH': 436361, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1293532, 'peggedCHF': 14330248, 'peggedAUD': 409792, 'peggedREAL': 278965843}",3194971320.7740784,,
2025-05-09 00:00:00,"{'peggedUSD': 242738848856, 'peggedVAR': 90296183, 'peggedEUR': 414647900, 'peggedJPY': 1583643870, 'peggedCNY': 37300, 'peggedUAH': 438125, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1573532, 'peggedCHF': 14330269, 'peggedAUD': 409792, 'peggedREAL': 278830654}",2141307036.4299774,,
2025-05-10 00:00:00,"{'peggedUSD': 242618904763, 'peggedVAR': 90282452, 'peggedEUR': 410019400, 'peggedJPY': 1583643976, 'peggedCNY': 37300, 'peggedUAH': 443501, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1573532, 'peggedCHF': 14332259, 'peggedAUD': 409792, 'peggedREAL': 278827874}",2141307036.4299774,,
2025-05-11 00:00:00,"{'peggedUSD': 242865133485, 'peggedVAR': 90301934, 'peggedEUR': 410120726, 'peggedJPY': 1585196564, 'peggedCNY': 37300, 'peggedUAH': 444677, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1573532, 'peggedCHF': 14295945, 'peggedAUD': 409792, 'peggedREAL': 278999413}",2141307036.4299774,,
2025-05-12 00:00:00,"{'peggedUSD': 242855323646, 'peggedVAR': 90342548, 'peggedEUR': 407673380, 'peggedJPY': 1585197835, 'peggedCNY': 37300, 'peggedUAH': 444677, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1573532, 'peggedCHF': 14245945, 'peggedAUD': 409792, 'peggedREAL': 278969147}",2567012775.3715515,,
2025-05-13 00:00:00,"{'peggedUSD': 242312885446, 'peggedVAR': 90339609, 'peggedEUR': 407195838, 'peggedJPY': 1585547536, 'peggedCNY': 37300, 'peggedUAH': 444677, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1823532, 'peggedCHF': 14253733, 'peggedAUD': 409692, 'peggedREAL': 278944029}",2284161399.078369,,
2025-05-14 00:00:00,"{'peggedUSD': 242184346338, 'peggedVAR': 90808717, 'peggedEUR': 410335882, 'peggedJPY': 1585547561, 'peggedCNY': 37300, 'peggedUAH': 444677, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1773532, 'peggedCHF': 14333733, 'peggedAUD': 409692, 'peggedREAL': 278753941}",2261454820.6199646,,
2025-05-15 00:00:00,"{'peggedUSD': 242601109310, 'peggedVAR': 90804721, 'peggedEUR': 408182885, 'peggedJPY': 1585547969, 'peggedCNY': 37300, 'peggedUAH': 444677, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1773532, 'peggedCHF': 14328458, 'peggedAUD': 409692, 'peggedREAL': 278787141}",1969188084.5428467,,
2025-05-16 00:00:00,"{'peggedUSD': 243205514462, 'peggedVAR': 90804401, 'peggedEUR': 411746484, 'peggedJPY': 1585548201, 'peggedCNY': 37300, 'peggedUAH': 444677, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1773532, 'peggedCHF': 14350174, 'peggedAUD': 409692, 'peggedREAL': 278997390}",2211333148.498535,,
2025-05-17 00:00:00,"{'peggedUSD': 243747273296, 'peggedVAR': 90814562, 'peggedEUR': 413850919, 'peggedJPY': 1585546597, 'peggedCNY': 37300, 'peggedUAH': 444677, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1773532, 'peggedCHF': 14364774, 'peggedAUD': 409692, 'peggedREAL': 278994962}",2211333148.498535,,
2025-05-18 00:00:00,"{'peggedUSD': 243781184371, 'peggedVAR': 90805017, 'peggedEUR': 413923252, 'peggedJPY': 1585545140, 'peggedCNY': 37300, 'peggedUAH': 444677, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1773532, 'peggedCHF': 14361173, 'peggedAUD': 409692, 'peggedREAL': 279032697}",2211333148.498535,,
2025-05-19 00:00:00,"{'peggedUSD': 243907874167, 'peggedVAR': 90965572, 'peggedEUR': 411658125, 'peggedJPY': 1585675034, 'peggedCNY': 37300, 'peggedUAH': 444677, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1773532, 'peggedCHF': 14363423, 'peggedAUD': 409692, 'peggedREAL': 278737729}",3036999833.9725494,,
2025-05-20 00:00:00,"{'peggedUSD': 243871482280, 'peggedVAR': 90952369, 'peggedEUR': 410957372, 'peggedJPY': 1585675338, 'peggedCNY': 37300, 'peggedUAH': 444677, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1773532, 'peggedCHF': 14218023, 'peggedAUD': 409692, 'peggedREAL': 278594601}",3031557693.405533,,
2025-05-21 00:00:00,"{'peggedUSD': 244184221632, 'peggedVAR': 90947841, 'peggedEUR': 413846785, 'peggedJPY': 1585675543, 'peggedCNY': 37300, 'peggedUAH': 444677, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1623532, 'peggedCHF': 14216223, 'peggedAUD': 409692, 'peggedREAL': 278636334, 'peggedRUB': 11513434336}",6104969491.455841,,
2025-05-22 00:00:00,"{'peggedUSD': 245201427851, 'peggedVAR': 90955185, 'peggedEUR': 412434625, 'peggedJPY': 1585877702, 'peggedCNY': 37300, 'peggedUAH': 444677, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1548532, 'peggedCHF': 14136043, 'peggedAUD': 409692, 'peggedREAL': 278617402, 'peggedRUB': 11513539192}",4207924854.5360565,,
2025-05-23 00:00:00,"{'peggedUSD': 245732672338, 'peggedVAR': 90965463, 'peggedEUR': 396425826, 'peggedJPY': 1585877794, 'peggedCNY': 37300, 'peggedUAH': 445979, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1548532, 'peggedCHF': 14222561, 'peggedAUD': 409692, 'peggedREAL': 278517746, 'peggedRUB': 11513644069}",3831691775.4730225,,
2025-05-24 00:00:00,"{'peggedUSD': 246070915097, 'peggedVAR': 90996508, 'peggedEUR': 393750331, 'peggedJPY': 1585877804, 'peggedCNY': 37300, 'peggedUAH': 446693, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1548532, 'peggedCHF': 14291531, 'peggedAUD': 409581, 'peggedREAL': 278607151, 'peggedRUB': 11513644069}",3831691775.4730225,,
2025-05-25 00:00:00,"{'peggedUSD': 246157813664, 'peggedVAR': 90998260, 'peggedEUR': 393373522, 'peggedJPY': 1585987991, 'peggedCNY': 37300, 'peggedUAH': 446693, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1548532, 'peggedCHF': 14293287, 'peggedAUD': 409581, 'peggedREAL': 278590267, 'peggedRUB': 11513644069}",3831691775.4730225,,
2025-05-26 00:00:00,"{'peggedUSD': 246182723065, 'peggedVAR': 91007976, 'peggedEUR': 393070618, 'peggedJPY': 1585992912, 'peggedCNY': 37300, 'peggedUAH': 446693, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1548532, 'peggedCHF': 14292597, 'peggedAUD': 409581, 'peggedREAL': 278593417, 'peggedRUB': 11513644069}",3831691775.4730225,,
2025-05-27 00:00:00,"{'peggedUSD': 246419225091, 'peggedVAR': 91017944, 'peggedEUR': 389391928, 'peggedJPY': 1586442796, 'peggedCNY': 37300, 'peggedUAH': 446693, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1548532, 'peggedCHF': 14439245, 'peggedAUD': 409581, 'peggedREAL': 277669575, 'peggedRUB': 11514078763}",3096162500.0,,
2025-05-28 00:00:00,"{'peggedUSD': 246381780935, 'peggedVAR': 91014270, 'peggedEUR': 380431677, 'peggedJPY': 1586344168, 'peggedCNY': 37300, 'peggedUAH': 446693, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1948532, 'peggedCHF': 14522303, 'peggedAUD': 679849, 'peggedREAL': 277531638, 'peggedRUB': 11514078763}",2689465141.504669,,
2025-05-29 00:00:00,"{'peggedUSD': 246393301975, 'peggedVAR': 91006901, 'peggedEUR': 371071763, 'peggedJPY': 1586345280, 'peggedCNY': 37300, 'peggedUAH': 446693, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1948532, 'peggedCHF': 14570503, 'peggedAUD': 679799, 'peggedREAL': 279361193, 'peggedRUB': 11514183719}",4208886519.760895,,
2025-05-30 00:00:00,"{'peggedUSD': 246533266830, 'peggedVAR': 91003058, 'peggedEUR': 359199869, 'peggedJPY': 1586345758, 'peggedCNY': 37300, 'peggedUAH': 446693, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1948532, 'peggedCHF': 14518528, 'peggedAUD': 679799, 'peggedREAL': 289381520, 'peggedRUB': 11514393772}",2716132758.178711,,
2025-05-31 00:00:00,"{'peggedUSD': 246714795484, 'peggedVAR': 90947282, 'peggedEUR': 370303562, 'peggedJPY': 1586346848, 'peggedCNY': 37300, 'peggedUAH': 446693, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1948532, 'peggedCHF': 14437728, 'peggedAUD': 642207, 'peggedREAL': 289505920, 'peggedRUB': 11514393772}",2716132758.178711,,
2025-06-01 00:00:00,"{'peggedUSD': 246837903973, 'peggedVAR': 90941676, 'peggedEUR': 366820743, 'peggedJPY': 1586347372, 'peggedCNY': 37300, 'peggedUAH': 446693, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1948532, 'peggedCHF': 14433837, 'peggedAUD': 642207, 'peggedREAL': 289517992, 'peggedRUB': 11514393772}",2716132758.178711,,
2025-06-02 00:00:00,"{'peggedUSD': 246884179737, 'peggedVAR': 91028884, 'peggedEUR': 366523462, 'peggedJPY': 1586349516, 'peggedCNY': 37300, 'peggedUAH': 442228, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1948532, 'peggedCHF': 14432709, 'peggedAUD': 642207, 'peggedREAL': 289492066, 'peggedRUB': 11514393772}",1824340578.7582397,,
2025-06-03 00:00:00,"{'peggedUSD': 247361694926, 'peggedVAR': 90944989, 'peggedEUR': 355729147, 'peggedJPY': 1586349079, 'peggedCNY': 37300, 'peggedUAH': 442228, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1798532, 'peggedCHF': 14363179, 'peggedAUD': 642207, 'peggedREAL': 289408501, 'peggedRUB': 11514829084}",2257848697.039795,,
2025-06-04 00:00:00,"{'peggedUSD': 248229294803, 'peggedVAR': 91210121, 'peggedEUR': 354330836, 'peggedJPY': 1586348498, 'peggedCNY': 37300, 'peggedUAH': 442228, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1798532, 'peggedCHF': 14311359, 'peggedAUD': 642207, 'peggedREAL': 289308331, 'peggedRUB': 11514934233}",1930266472.2457886,,
2025-06-05 00:00:00,"{'peggedUSD': 248831982355, 'peggedVAR': 91394803, 'peggedEUR': 353673902, 'peggedJPY': 1586347834, 'peggedCNY': 37300, 'peggedUAH': 442228, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1798532, 'peggedCHF': 14377849, 'peggedAUD': 642207, 'peggedREAL': 289201285, 'peggedRUB': 11514934233}",3356170588.054657,,
2025-06-06 00:00:00,"{'peggedUSD': 248455546449, 'peggedVAR': 91349641, 'peggedEUR': 354522263, 'peggedJPY': 1586348917, 'peggedCNY': 37300, 'peggedUAH': 442228, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1748532, 'peggedCHF': 14441552, 'peggedAUD': 642207, 'peggedREAL': 289136323, 'peggedRUB': 11515144596}",2043142518.1304932,,
2025-06-07 00:00:00,"{'peggedUSD': 249087700145, 'peggedVAR': 91357223, 'peggedEUR': 357081472, 'peggedJPY': 1586348186, 'peggedCNY': 37300, 'peggedUAH': 442228, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1748532, 'peggedCHF': 14487866, 'peggedAUD': 642207, 'peggedREAL': 289113408, 'peggedRUB': 11515144596}",2043142518.1304932,,
2025-06-08 00:00:00,"{'peggedUSD': 249415942399, 'peggedVAR': 91375326, 'peggedEUR': 356797852, 'peggedJPY': 1586347779, 'peggedCNY': 37300, 'peggedUAH': 442228, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1648532, 'peggedCHF': 14486170, 'peggedAUD': 642207, 'peggedREAL': 289130177, 'peggedRUB': 11515144596}",2043142518.1304932,,
2025-06-09 00:00:00,"{'peggedUSD': 249428836821, 'peggedVAR': 91368287, 'peggedEUR': 357423311, 'peggedJPY': 1586347204, 'peggedCNY': 37300, 'peggedUAH': 442228, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1648532, 'peggedCHF': 14487165, 'peggedAUD': 642207, 'peggedREAL': 289167688, 'peggedRUB': 11515144596}",2714810051.1188507,,
2025-06-10 00:00:00,"{'peggedUSD': 249965352317, 'peggedVAR': 91447940, 'peggedEUR': 357623451, 'peggedJPY': 1586346901, 'peggedCNY': 37300, 'peggedUAH': 442228, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1598532, 'peggedCHF': 14514783, 'peggedAUD': 642207, 'peggedREAL': 289107191, 'peggedRUB': 11515565519}",2048985977.115631,,
2025-06-11 00:00:00,"{'peggedUSD': 249619404435, 'peggedVAR': 91593199, 'peggedEUR': 354127706, 'peggedJPY': 1586346776, 'peggedCNY': 37300, 'peggedUAH': 444580, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1498532, 'peggedCHF': 14436093, 'peggedAUD': 632026, 'peggedREAL': 289102505, 'peggedRUB': 11515665723}",1876033900.6290436,,
2025-06-12 00:00:00,"{'peggedUSD': 250277500566, 'peggedVAR': 91692791, 'peggedEUR': 355887260, 'peggedJPY': 1586347397, 'peggedCNY': 37300, 'peggedUAH': 444580, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1398532, 'peggedCHF': 14428108, 'peggedAUD': 441026, 'peggedREAL': 289083712, 'peggedRUB': 11515665723}",2228515548.010254,,
2025-06-13 00:00:00,"{'peggedUSD': 250118358126, 'peggedVAR': 91678622, 'peggedEUR': 349435115, 'peggedJPY': 1586347915, 'peggedCNY': 37300, 'peggedUAH': 444580, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1448532, 'peggedCHF': 14497531, 'peggedAUD': 479316, 'peggedREAL': 289127311, 'peggedRUB': 11515766114}",2516714842.7101135,,
2025-06-14 00:00:00,"{'peggedUSD': 250846408365, 'peggedVAR': 91647352, 'peggedEUR': 347280362, 'peggedJPY': 1586351304, 'peggedCNY': 37300, 'peggedUAH': 444580, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1548532, 'peggedCHF': 14402092, 'peggedAUD': 479316, 'peggedREAL': 289144380, 'peggedRUB': 11515766114}",2516714842.7101135,,
2025-06-15 00:00:00,"{'peggedUSD': 250712840620, 'peggedVAR': 91623047, 'peggedEUR': 347374749, 'peggedJPY': 1586351878, 'peggedCNY': 37300, 'peggedUAH': 442480, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1548532, 'peggedCHF': 14399952, 'peggedAUD': 479316, 'peggedREAL': 289144953, 'peggedRUB': 11515766114}",2516714842.7101135,,
2025-06-16 00:00:00,"{'peggedUSD': 250714070879, 'peggedVAR': 91171691, 'peggedEUR': 348543108, 'peggedJPY': 1586351878, 'peggedCNY': 37300, 'peggedUAH': 442480, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1548532, 'peggedCHF': 13920452, 'peggedAUD': 479316, 'peggedREAL': 289143527, 'peggedRUB': 11515766114}",2621259327.6397705,,
2025-06-17 00:00:00,"{'peggedUSD': 250796922571, 'peggedVAR': 91200486, 'peggedEUR': 350057918, 'peggedJPY': 1586351810, 'peggedCNY': 37300, 'peggedUAH': 442480, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1548532, 'peggedCHF': 14045452, 'peggedAUD': 479316, 'peggedREAL': 289040265, 'peggedRUB': 11515766114}",3207091650.0,,
2025-06-18 00:00:00,"{'peggedUSD': 250989595276, 'peggedVAR': 91183793, 'peggedEUR': 352415189, 'peggedJPY': 1586352027, 'peggedCNY': 37300, 'peggedUAH': 442480, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1548532, 'peggedCHF': 14053095, 'peggedAUD': 479316, 'peggedREAL': 289043343, 'peggedRUB': 11516393260}",2368612657.03125,,
2025-06-19 00:00:00,"{'peggedUSD': 251042114126, 'peggedVAR': 91186807, 'peggedEUR': 357081387, 'peggedJPY': 1586351583, 'peggedCNY': 37300, 'peggedUAH': 442480, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1548532, 'peggedCHF': 14042086, 'peggedAUD': 479316, 'peggedREAL': 289041029, 'peggedRUB': 11516393260}",2368612657.03125,,
2025-06-20 00:00:00,"{'peggedUSD': 250906526414, 'peggedVAR': 91187845, 'peggedEUR': 358411126, 'peggedJPY': 1586348695, 'peggedCNY': 37300, 'peggedUAH': 442480, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1548532, 'peggedCHF': 14078143, 'peggedAUD': 479316, 'peggedREAL': 289066794, 'peggedRUB': 11516499989}",2068809741.4337158,,
2025-06-21 00:00:00,"{'peggedUSD': 250699988371, 'peggedVAR': 91376887, 'peggedEUR': 353023611, 'peggedJPY': 1586238930, 'peggedCNY': 37300, 'peggedUAH': 442480, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1548532, 'peggedCHF': 14074543, 'peggedAUD': 479316, 'peggedREAL': 289140788, 'peggedRUB': 11516601089}",2068809741.4337158,,
2025-06-22 00:00:00,"{'peggedUSD': 250675289628, 'peggedVAR': 91343291, 'peggedEUR': 353088513, 'peggedJPY': 1586239769, 'peggedCNY': 37300, 'peggedUAH': 438214, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1548532, 'peggedCHF': 14074543, 'peggedAUD': 479316, 'peggedREAL': 289097150, 'peggedRUB': 11516601089}",2068809741.4337158,,
2025-06-23 00:00:00,"{'peggedUSD': 250678314765, 'peggedVAR': 91288632, 'peggedEUR': 352949033, 'peggedJPY': 1586240245, 'peggedCNY': 37300, 'peggedUAH': 438214, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1548532, 'peggedCHF': 14074633, 'peggedAUD': 479316, 'peggedREAL': 289144442, 'peggedRUB': 11516702208}",3740048107.2753906,,
2025-06-24 00:00:00,"{'peggedUSD': 250291597648, 'peggedVAR': 91268366, 'peggedEUR': 350289115, 'peggedJPY': 1586238569, 'peggedCNY': 37300, 'peggedUAH': 438214, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1548532, 'peggedCHF': 14074878, 'peggedAUD': 479316, 'peggedREAL': 289074251, 'peggedRUB': 11516702208}",2425655287.463379,,
2025-06-25 00:00:00,"{'peggedUSD': 252049760774, 'peggedVAR': 91304365, 'peggedEUR': 350450829, 'peggedJPY': 1586236877, 'peggedCNY': 37300, 'peggedUAH': 438214, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1548532, 'peggedCHF': 14074878, 'peggedAUD': 479316, 'peggedREAL': 289114271, 'peggedRUB': 11517114367}",2500785999.774933,,
2025-06-26 00:00:00,"{'peggedUSD': 251903682270, 'peggedVAR': 91309186, 'peggedEUR': 350435235, 'peggedJPY': 1586236449, 'peggedCNY': 37300, 'peggedUAH': 438214, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1548532, 'peggedCHF': 13809051, 'peggedAUD': 479316, 'peggedREAL': 289243383, 'peggedRUB': 11517114367}",1799631426.034546,,
2025-06-27 00:00:00,"{'peggedUSD': 252060657959, 'peggedVAR': 91310224, 'peggedEUR': 354132870, 'peggedJPY': 1586238579, 'peggedCNY': 37300, 'peggedUAH': 438214, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1548532, 'peggedCHF': 13807251, 'peggedAUD': 547606, 'peggedREAL': 289131125, 'peggedRUB': 11517215589}",2163933331.503296,,
2025-06-28 00:00:00,"{'peggedUSD': 252378739355, 'peggedVAR': 91265362, 'peggedEUR': 354172356, 'peggedJPY': 1586238414, 'peggedCNY': 37300, 'peggedUAH': 438214, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1498532, 'peggedCHF': 13869257, 'peggedAUD': 547606, 'peggedREAL': 289126066, 'peggedRUB': 11517316831}",2163933331.503296,,
2025-06-29 00:00:00,"{'peggedUSD': 252543522888, 'peggedVAR': 91266271, 'peggedEUR': 353904891, 'peggedJPY': 1586301508, 'peggedCNY': 37300, 'peggedUAH': 438214, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1498532, 'peggedCHF': 13871069, 'peggedAUD': 547606, 'peggedREAL': 289172046, 'peggedRUB': 11517316831}",2163933331.503296,,
2025-06-30 00:00:00,"{'peggedUSD': 252521562378, 'peggedVAR': 91249903, 'peggedEUR': 353874484, 'peggedJPY': 1586301451, 'peggedCNY': 37300, 'peggedUAH': 438214, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1498532, 'peggedCHF': 13871069, 'peggedAUD': 547606, 'peggedREAL': 289193017, 'peggedRUB': 11517316831}",2091790508.7127686,,
2025-07-01 00:00:00,"{'peggedUSD': 252792279378, 'peggedVAR': 91246644, 'peggedEUR': 353996189, 'peggedJPY': 1586301506, 'peggedCNY': 37300, 'peggedUAH': 438214, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1398532, 'peggedCHF': 13871069, 'peggedAUD': 421361, 'peggedREAL': 289080897, 'peggedRUB': 11517731374}",2128837925.4283905,,
2025-07-02 00:00:00,"{'peggedUSD': 253063003569, 'peggedVAR': 91208602, 'peggedEUR': 359375821, 'peggedJPY': 1586302281, 'peggedCNY': 20540769, 'peggedUAH': 438214, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1398532, 'peggedCHF': 13833841, 'peggedAUD': 421361, 'peggedREAL': 289100835, 'peggedRUB': 11517731374, 'peggedMXN': 19562400}",4113490363.33313,,
2025-07-03 00:00:00,"{'peggedUSD': 253655877112, 'peggedVAR': 91259262, 'peggedEUR': 359077956, 'peggedJPY': 1586300327, 'peggedCNY': 20540769, 'peggedUAH': 438214, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1398532, 'peggedCHF': 13976876, 'peggedAUD': 421361, 'peggedREAL': 289056055, 'peggedRUB': 11517832718, 'peggedMXN': 19562400}",2031274611.1450195,,
2025-07-04 00:00:00,"{'peggedUSD': 253946373675, 'peggedVAR': 91281416, 'peggedEUR': 357068534, 'peggedJPY': 1586301727, 'peggedCNY': 20540769, 'peggedUAH': 438214, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1398532, 'peggedCHF': 14053020, 'peggedAUD': 421361, 'peggedREAL': 289038617, 'peggedRUB': 11517934083, 'peggedMXN': 19562400}",2031274611.1450195,,
2025-07-05 00:00:00,"{'peggedUSD': 254073971135, 'peggedVAR': 91236700, 'peggedEUR': 357964118, 'peggedJPY': 1586303697, 'peggedCNY': 20540769, 'peggedUAH': 438214, 'peggedARS': 10898766, 'peggedGBP': 5445, 'peggedCAD': 1598532, 'peggedCHF': 14054915, 'peggedAUD': 421361, 'peggedREAL': 289082799, 'peggedRUB': 11518036565, 'peggedMXN': 19562400}",2031274611.1450195,,
