,Stablecoin_Market_Cap,ETF_Volume_Proxy,BTC_Realized_Cap,Binance_BTC_OI
2025-02-16 00:00:00,"{'peggedUSD': 226909385567, 'peggedVAR': 91813026, 'peggedEUR': 286882445, 'peggedJPY': 1674020346, 'peggedCNY': 70571, 'peggedUAH': 1001625, 'peggedARS': 3100000000, 'peggedGBP': 5446, 'peggedCAD': 1027532, 'peggedCHF': 23549503, 'peggedAUD': 400999, 'peggedREAL': 2856794}",1521873832.3638916,,
2025-02-17 00:00:00,"{'peggedUSD': 226943712583, 'peggedVAR': 91912073, 'peggedEUR': 286780764, 'peggedJPY': 1674023703, 'peggedCNY': 70571, 'peggedUAH': 1001625, 'peggedARS': 3100000000, 'peggedGBP': 5446, 'peggedCAD': 1027532, 'peggedCHF': 23549110, 'peggedAUD': 400999, 'peggedREAL': 2856189}",1521873832.3638916,,
2025-02-18 00:00:00,"{'peggedUSD': 226944096125, 'peggedVAR': 91841129, 'peggedEUR': 288031683, 'peggedJPY': 1674024688, 'peggedCNY': 70571, 'peggedUAH': 1001625, 'peggedARS': 3100000000, 'peggedGBP': 5446, 'peggedCAD': 1027532, 'peggedCHF': 23532313, 'peggedAUD': 400999, 'peggedREAL': 2882821}",2043573590.8985138,,
2025-02-19 00:00:00,"{'peggedUSD': 226765061953, 'peggedVAR': 91767498, 'peggedEUR': 288201533, 'peggedJPY': 1674021356, 'peggedCNY': 70571, 'peggedUAH': 1001625, 'peggedARS': 3100000000, 'peggedGBP': 5446, 'peggedCAD': 1027532, 'peggedCHF': 23492025, 'peggedAUD': 400999, 'peggedREAL': 2756194}",1588243809.3452454,,
2025-02-20 00:00:00,"{'peggedUSD': 227388077909, 'peggedVAR': 91679317, 'peggedEUR': 288755116, 'peggedJPY': 1674024722, 'peggedCNY': 70571, 'peggedUAH': 1001625, 'peggedARS': 3100000000, 'peggedGBP': 5446, 'peggedCAD': 1128532, 'peggedCHF': 23494849, 'peggedAUD': 400999, 'peggedREAL': 2776323}",1446667019.6342468,,
2025-02-21 00:00:00,"{'peggedUSD': 227378600580, 'peggedVAR': 91696094, 'peggedEUR': 293595701, 'peggedJPY': 1674233990, 'peggedCNY': 70571, 'peggedUAH': 1001625, 'peggedARS': 3100000000, 'peggedGBP': 5446, 'peggedCAD': 1128532, 'peggedCHF': 23490974, 'peggedAUD': 400999, 'peggedREAL': 2790798}",2619897223.031616,,
2025-02-22 00:00:00,"{'peggedUSD': 227980221220, 'peggedVAR': 91686511, 'peggedEUR': 296052383, 'peggedJPY': 1674232277, 'peggedCNY': 70571, 'peggedUAH': 1001625, 'peggedARS': 3100000000, 'peggedGBP': 5446, 'peggedCAD': 1128532, 'peggedCHF': 23589353, 'peggedAUD': 392053, 'peggedREAL': 2833411}",2619897223.031616,,
2025-02-23 00:00:00,"{'peggedUSD': 227936646361, 'peggedVAR': 91693937, 'peggedEUR': 294987932, 'peggedJPY': 1674230489, 'peggedCNY': 70571, 'peggedUAH': 1001625, 'peggedARS': 3100000000, 'peggedGBP': 5446, 'peggedCAD': 1128532, 'peggedCHF': 23592830, 'peggedAUD': 392053, 'peggedREAL': 2873571}",2619897223.031616,,
2025-02-24 00:00:00,"{'peggedUSD': 228157150222, 'peggedVAR': 91700065, 'peggedEUR': 294642722, 'peggedJPY': 1674233703, 'peggedCNY': 70571, 'peggedUAH': 1001625, 'peggedARS': 3100000000, 'peggedGBP': 5446, 'peggedCAD': 1128532, 'peggedCHF': 23615888, 'peggedAUD': 392053, 'peggedREAL': 2875481}",2035540550.1846313,,
2025-02-25 00:00:00,"{'peggedUSD': 227651318468, 'peggedVAR': 91646905, 'peggedEUR': 296956808, 'peggedJPY': 1674235133, 'peggedCNY': 70571, 'peggedUAH': 1010330, 'peggedARS': 3100000000, 'peggedGBP': 5446, 'peggedCAD': 1128532, 'peggedCHF': 23608310, 'peggedAUD': 392053, 'peggedREAL': 2962120}",5194874929.248047,,
2025-02-26 00:00:00,"{'peggedUSD': 226607184829, 'peggedVAR': 91556873, 'peggedEUR': 295031860, 'peggedJPY': 1668217711, 'peggedCNY': 70571, 'peggedUAH': 1001237, 'peggedARS': 3100000000, 'peggedGBP': 5446, 'peggedCAD': 1128532, 'peggedCHF': 23490224, 'peggedAUD': 392053, 'peggedREAL': 2987491}",4112536349.494171,,
2025-02-27 00:00:00,"{'peggedUSD': 226010322343, 'peggedVAR': 91504113, 'peggedEUR': 295844257, 'peggedJPY': 1668222555, 'peggedCNY': 70571, 'peggedUAH': 1001237, 'peggedARS': 3100000000, 'peggedGBP': 5446, 'peggedCAD': 1128532, 'peggedCHF': 23484804, 'peggedAUD': 392053, 'peggedREAL': 3047873}",2052456708.85849,,
2025-02-28 00:00:00,"{'peggedUSD': 225887017370, 'peggedVAR': 91451484, 'peggedEUR': 298074828, 'peggedJPY': 1668187204, 'peggedCNY': 70571, 'peggedUAH': 1001237, 'peggedARS': 3100000000, 'peggedGBP': 5446, 'peggedCAD': 1228532, 'peggedCHF': 23585524, 'peggedAUD': 392053, 'peggedREAL': 3036436}",2857153661.016083,,
2025-03-01 00:00:00,"{'peggedUSD': 226712852444, 'peggedVAR': 91330581, 'peggedEUR': 304311940, 'peggedJPY': 1667616044, 'peggedCNY': 70571, 'peggedUAH': 987493, 'peggedARS': 3100000000, 'peggedGBP': 5446, 'peggedCAD': 1228532, 'peggedCHF': 23683314, 'peggedAUD': 392053, 'peggedREAL': 3105207}",2857153661.016083,,
2025-03-02 00:00:00,"{'peggedUSD': 225928827916, 'peggedVAR': 91343331, 'peggedEUR': 302465927, 'peggedJPY': 1667861668, 'peggedCNY': 70571, 'peggedUAH': 987493, 'peggedARS': 3100000000, 'peggedGBP': 5446, 'peggedCAD': 1228532, 'peggedCHF': 23387814, 'peggedAUD': 392053, 'peggedREAL': 3086339}",2857153661.016083,,
2025-03-03 00:00:00,"{'peggedUSD': 226059823628, 'peggedVAR': 91388130, 'peggedEUR': 302375252, 'peggedJPY': 1667870456, 'peggedCNY': 70571, 'peggedUAH': 987493, 'peggedARS': 3100000000, 'peggedGBP': 5446, 'peggedCAD': 1228532, 'peggedCHF': 23410317, 'peggedAUD': 392053, 'peggedREAL': 3114680}",4512203630.799103,,
2025-03-04 00:00:00,"{'peggedUSD': 226015393636, 'peggedVAR': 91349163, 'peggedEUR': 302396553, 'peggedJPY': 1667877751, 'peggedCNY': 37300, 'peggedUAH': 987410, 'peggedARS': 3100000000, 'peggedGBP': 5446, 'peggedCAD': 1178532, 'peggedCHF': 23408247, 'peggedAUD': 392053, 'peggedREAL': 3087393}",3573865294.8349,,
2025-03-05 00:00:00,"{'peggedUSD': 226340314567, 'peggedVAR': 91091366, 'peggedEUR': 296875061, 'peggedJPY': 1666284209, 'peggedCNY': 37300, 'peggedUAH': 978326, 'peggedARS': 3100000000, 'peggedGBP': 5446, 'peggedCAD': 1128532, 'peggedCHF': 22921197, 'peggedAUD': 392053, 'peggedREAL': 3069717}",2523167940.6391144,,
2025-03-06 00:00:00,"{'peggedUSD': 227530272764, 'peggedVAR': 91220685, 'peggedEUR': 304571714, 'peggedJPY': 1666282726, 'peggedCNY': 37300, 'peggedUAH': 978326, 'peggedARS': 3100000000, 'peggedGBP': 5446, 'peggedCAD': 1128532, 'peggedCHF': 21976182, 'peggedAUD': 392053, 'peggedREAL': 2855465}",2545925969.314575,,
2025-03-07 00:00:00,"{'peggedUSD': 227684049170, 'peggedVAR': 91190975, 'peggedEUR': 307493416, 'peggedJPY': 1666283185, 'peggedCNY': 37300, 'peggedUAH': 978326, 'peggedARS': 3100000000, 'peggedGBP': 5446, 'peggedCAD': 1128532, 'peggedCHF': 20826280, 'peggedAUD': 392053, 'peggedREAL': 2873605}",2933724891.1125183,,
2025-03-08 00:00:00,"{'peggedUSD': 228766677368, 'peggedVAR': 91160530, 'peggedEUR': 306172510, 'peggedJPY': 1666284840, 'peggedCNY': 37300, 'peggedUAH': 978326, 'peggedARS': 3100000000, 'peggedGBP': 5446, 'peggedCAD': 1128532, 'peggedCHF': 20770794, 'peggedAUD': 392053, 'peggedREAL': 2933058}",2933724891.1125183,,
2025-03-09 00:00:00,"{'peggedUSD': 228819838848, 'peggedVAR': 91138080, 'peggedEUR': 305878795, 'peggedJPY': 1665296515, 'peggedCNY': 37300, 'peggedUAH': 978326, 'peggedARS': 3100000000, 'peggedGBP': 5446, 'peggedCAD': 1128532, 'peggedCHF': 20872794, 'peggedAUD': 392053, 'peggedREAL': 2954908}",2933724891.1125183,,
2025-03-10 00:00:00,"{'peggedUSD': 228775595208, 'peggedVAR': 91093447, 'peggedEUR': 309181463, 'peggedJPY': 1665200099, 'peggedCNY': 37300, 'peggedUAH': 969274, 'peggedARS': 3100000000, 'peggedGBP': 5446, 'peggedCAD': 1128532, 'peggedCHF': 20878310, 'peggedAUD': 392053, 'peggedREAL': 2971836}",3829870894.987488,,
2025-03-11 00:00:00,"{'peggedUSD': 228350491436, 'peggedVAR': 91082174, 'peggedEUR': 316131797, 'peggedJPY': 1660835326, 'peggedCNY': 37300, 'peggedUAH': 969274, 'peggedARS': 3100000000, 'peggedGBP': 5446, 'peggedCAD': 1128532, 'peggedCHF': 20778850, 'peggedAUD': 392053, 'peggedREAL': 3013696}",2294102029.5108795,,
2025-03-12 00:00:00,"{'peggedUSD': 228922216266, 'peggedVAR': 91044653, 'peggedEUR': 316906047, 'peggedJPY': 1650719093, 'peggedCNY': 37300, 'peggedUAH': 969274, 'peggedARS': 3100000000, 'peggedGBP': 5446, 'peggedCAD': 1128532, 'peggedCHF': 20887251, 'peggedAUD': 392053, 'peggedREAL': 2955121}",1518050879.1275024,,
2025-03-13 00:00:00,"{'peggedUSD': 229532546415, 'peggedVAR': 90891028, 'peggedEUR': 323029268, 'peggedJPY': 1650718815, 'peggedCNY': 37300, 'peggedUAH': 969274, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1128532, 'peggedCHF': 20886741, 'peggedAUD': 392053, 'peggedREAL': 2924548}",1951460627.6245117,,
2025-03-14 00:00:00,"{'peggedUSD': 229646535833, 'peggedVAR': 90878774, 'peggedEUR': 323965155, 'peggedJPY': 1650719312, 'peggedCNY': 37300, 'peggedUAH': 964751, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1148532, 'peggedCHF': 20930084, 'peggedAUD': 392053, 'peggedREAL': 2903894}",2107097401.28479,,
2025-03-15 00:00:00,"{'peggedUSD': 230244194655, 'peggedVAR': 90807704, 'peggedEUR': 325340329, 'peggedJPY': 1649275871, 'peggedCNY': 37300, 'peggedUAH': 960789, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1148532, 'peggedCHF': 21004777, 'peggedAUD': 386835, 'peggedREAL': 2857405}",2107097401.28479,,
2025-03-16 00:00:00,"{'peggedUSD': 230400293335, 'peggedVAR': 90806396, 'peggedEUR': 325105519, 'peggedJPY': 1649272966, 'peggedCNY': 37300, 'peggedUAH': 960789, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1198532, 'peggedCHF': 21004773, 'peggedAUD': 386835, 'peggedREAL': 2850829}",2107097401.28479,,
2025-03-17 00:00:00,"{'peggedUSD': 230369595258, 'peggedVAR': 90791496, 'peggedEUR': 324395223, 'peggedJPY': 1649271167, 'peggedCNY': 37300, 'peggedUAH': 960789, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1198532, 'peggedCHF': 21005665, 'peggedAUD': 386835, 'peggedREAL': 2851052}",1393658337.8231049,,
2025-03-18 00:00:00,"{'peggedUSD': 230782536133, 'peggedVAR': 90785169, 'peggedEUR': 326423650, 'peggedJPY': 1648591418, 'peggedCNY': 37300, 'peggedUAH': 960789, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1198532, 'peggedCHF': 21007759, 'peggedAUD': 386835, 'peggedREAL': 2799885}",1574945901.2050629,,
2025-03-19 00:00:00,"{'peggedUSD': 231050339034, 'peggedVAR': 90777069, 'peggedEUR': 323466534, 'peggedJPY': 1648590995, 'peggedCNY': 37300, 'peggedUAH': 960789, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1198532, 'peggedCHF': 20381371, 'peggedAUD': 386835, 'peggedREAL': 2795390}",1983910232.9101562,,
2025-03-20 00:00:00,"{'peggedUSD': 231718355635, 'peggedVAR': 90806341, 'peggedEUR': 325646155, 'peggedJPY': 1648591476, 'peggedCNY': 37300, 'peggedUAH': 978326, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1668532, 'peggedCHF': 20099598, 'peggedAUD': 386835, 'peggedREAL': 2598042}",1459860388.4468079,,
2025-03-21 00:00:00,"{'peggedUSD': 231575631292, 'peggedVAR': 90726620, 'peggedEUR': 330078538, 'peggedJPY': 1648591526, 'peggedCNY': 37300, 'peggedUAH': 960789, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1168532, 'peggedCHF': 20202160, 'peggedAUD': 386835, 'peggedREAL': 2620412}",865349563.8408661,,
2025-03-22 00:00:00,"{'peggedUSD': 232158588703, 'peggedVAR': 90720712, 'peggedEUR': 331982312, 'peggedJPY': 1648589403, 'peggedCNY': 37300, 'peggedUAH': 960789, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1368532, 'peggedCHF': 20222681, 'peggedAUD': 386835, 'peggedREAL': 2750226}",865349563.8408661,,
2025-03-23 00:00:00,"{'peggedUSD': 233089710515, 'peggedVAR': 90721838, 'peggedEUR': 331335114, 'peggedJPY': 1648595392, 'peggedCNY': 37300, 'peggedUAH': 960789, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1368532, 'peggedCHF': 20222681, 'peggedAUD': 386835, 'peggedREAL': 2785497}",865349563.8408661,,
2025-03-24 00:00:00,"{'peggedUSD': 233424836581, 'peggedVAR': 90729124, 'peggedEUR': 333423699, 'peggedJPY': 1648592166, 'peggedCNY': 37300, 'peggedUAH': 960789, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1368532, 'peggedCHF': 20228043, 'peggedAUD': 386835, 'peggedREAL': 2775772}",1497035003.1044006,,
2025-03-25 00:00:00,"{'peggedUSD': 234439074205, 'peggedVAR': 90734173, 'peggedEUR': 334082202, 'peggedJPY': 1648588561, 'peggedCNY': 37300, 'peggedUAH': 960789, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1368532, 'peggedCHF': 20131648, 'peggedAUD': 386835, 'peggedREAL': 2796184}",1095373468.6660767,,
2025-03-26 00:00:00,"{'peggedUSD': 235548220387, 'peggedVAR': 90751412, 'peggedEUR': 333009260, 'peggedJPY': 1648547064, 'peggedCNY': 37300, 'peggedUAH': 960789, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1368532, 'peggedCHF': 20028032, 'peggedAUD': 386835, 'peggedREAL': 2680483}",1413521732.7713013,,
2025-03-27 00:00:00,"{'peggedUSD': 235720482001, 'peggedVAR': 90791536, 'peggedEUR': 335451892, 'peggedJPY': 1648151157, 'peggedCNY': 37300, 'peggedUAH': 960789, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1368532, 'peggedCHF': 19928032, 'peggedAUD': 415126, 'peggedREAL': 2706917}",1631717714.6759033,,
2025-03-28 00:00:00,"{'peggedUSD': 235318629625, 'peggedVAR': 90797780, 'peggedEUR': 336020472, 'peggedJPY': 1647841073, 'peggedCNY': 37300, 'peggedUAH': 960789, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1368532, 'peggedCHF': 19930530, 'peggedAUD': 417712, 'peggedREAL': 266915169}",1795361515.8409119,,
2025-03-29 00:00:00,"{'peggedUSD': 234701952538, 'peggedVAR': 90796294, 'peggedEUR': 335276095, 'peggedJPY': 1647792141, 'peggedCNY': 37300, 'peggedUAH': 960789, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1368532, 'peggedCHF': 19788668, 'peggedAUD': 417712, 'peggedREAL': 266982834}",1795361515.8409119,,
2025-03-30 00:00:00,"{'peggedUSD': 234754037335, 'peggedVAR': 90784223, 'peggedEUR': 337541217, 'peggedJPY': 1647829894, 'peggedCNY': 37300, 'peggedUAH': 960789, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1368532, 'peggedCHF': 19783124, 'peggedAUD': 417712, 'peggedREAL': 266977727}",1795361515.8409119,,
2025-03-31 00:00:00,"{'peggedUSD': 234876698491, 'peggedVAR': 90773569, 'peggedEUR': 338389507, 'peggedJPY': 1647109641, 'peggedCNY': 37300, 'peggedUAH': 960789, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1368532, 'peggedCHF': 18574546, 'peggedAUD': 417712, 'peggedREAL': 266977586}",1123945580.973816,,
2025-04-01 00:00:00,"{'peggedUSD': 235051891992, 'peggedVAR': 90778385, 'peggedEUR': 342319689, 'peggedJPY': 1647104847, 'peggedCNY': 37300, 'peggedUAH': 956299, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1518532, 'peggedCHF': 18561396, 'peggedAUD': 417712, 'peggedREAL': 266848571}",1455747487.0052338,,
2025-04-02 00:00:00,"{'peggedUSD': 235161909299, 'peggedVAR': 90785100, 'peggedEUR': 338641512, 'peggedJPY': 1647097708, 'peggedCNY': 37300, 'peggedUAH': 956299, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1518532, 'peggedCHF': 18550571, 'peggedAUD': 409812, 'peggedREAL': 266790726}",1909928721.1017609,,
2025-04-03 00:00:00,"{'peggedUSD': 235733010941, 'peggedVAR': 90779111, 'peggedEUR': 343427387, 'peggedJPY': 1647094770, 'peggedCNY': 37300, 'peggedUAH': 956299, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1368532, 'peggedCHF': 18546967, 'peggedAUD': 409812, 'peggedREAL': 266822575}",1894281307.58667,,
2025-04-04 00:00:00,"{'peggedUSD': 235660974732, 'peggedVAR': 90694023, 'peggedEUR': 341130075, 'peggedJPY': 1647090397, 'peggedCNY': 37300, 'peggedUAH': 956299, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1378532, 'peggedCHF': 18834909, 'peggedAUD': 409812, 'peggedREAL': 266841898}",3276188385.131836,,
2025-04-05 00:00:00,"{'peggedUSD': 235182063341, 'peggedVAR': 90661834, 'peggedEUR': 345763678, 'peggedJPY': 1647244221, 'peggedCNY': 37300, 'peggedUAH': 956299, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1738532, 'peggedCHF': 18826197, 'peggedAUD': 409812, 'peggedREAL': 266962710}",3276188385.131836,,
2025-04-06 00:00:00,"{'peggedUSD': 235127944477, 'peggedVAR': 90697573, 'peggedEUR': 345727127, 'peggedJPY': 1647245112, 'peggedCNY': 37300, 'peggedUAH': 956299, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1738532, 'peggedCHF': 18825577, 'peggedAUD': 409812, 'peggedREAL': 266955980}",3276188385.131836,,
2025-04-07 00:00:00,"{'peggedUSD': 234604490913, 'peggedVAR': 90572302, 'peggedEUR': 346126695, 'peggedJPY': 1635244119, 'peggedCNY': 37300, 'peggedUAH': 956299, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1738532, 'peggedCHF': 18829302, 'peggedAUD': 409812, 'peggedREAL': 266956898}",4762659616.247177,,
2025-04-08 00:00:00,"{'peggedUSD': 234297838569, 'peggedVAR': 90476233, 'peggedEUR': 357774124, 'peggedJPY': 1628616703, 'peggedCNY': 37300, 'peggedUAH': 942638, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1738532, 'peggedCHF': 18635209, 'peggedAUD': 409812, 'peggedREAL': 266955802}",2181823354.6375275,,
2025-04-09 00:00:00,"{'peggedUSD': 233838830039, 'peggedVAR': 90461390, 'peggedEUR': 363822487, 'peggedJPY': 1628616590, 'peggedCNY': 37300, 'peggedUAH': 485638, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1788532, 'peggedCHF': 18658629, 'peggedAUD': 409812, 'peggedREAL': 267018379}",4004335113.569641,,
2025-04-10 00:00:00,"{'peggedUSD': 233995397922, 'peggedVAR': 90458610, 'peggedEUR': 364233346, 'peggedJPY': 1628597876, 'peggedCNY': 37300, 'peggedUAH': 442188, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1788532, 'peggedCHF': 18705589, 'peggedAUD': 409812, 'peggedREAL': 278741578}",2066333185.2371216,,
2025-04-11 00:00:00,"{'peggedUSD': 233834575722, 'peggedVAR': 90321881, 'peggedEUR': 366935858, 'peggedJPY': 1583707749, 'peggedCNY': 37300, 'peggedUAH': 442188, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1788532, 'peggedCHF': 18750575, 'peggedAUD': 409812, 'peggedREAL': 278908160}",2584834145.713806,,
2025-04-12 00:00:00,"{'peggedUSD': 233653532911, 'peggedVAR': 90357771, 'peggedEUR': 373692149, 'peggedJPY': 1583708189, 'peggedCNY': 37300, 'peggedUAH': 442188, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1638532, 'peggedCHF': 18949846, 'peggedAUD': 409812, 'peggedREAL': 278905685}",2584834145.713806,,
2025-04-13 00:00:00,"{'peggedUSD': 233879175313, 'peggedVAR': 90360794, 'peggedEUR': 374842612, 'peggedJPY': 1583708252, 'peggedCNY': 37300, 'peggedUAH': 442188, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1638532, 'peggedCHF': 18949846, 'peggedAUD': 409812, 'peggedREAL': 278910595}",2584834145.713806,,
2025-04-14 00:00:00,"{'peggedUSD': 233624038630, 'peggedVAR': 90343337, 'peggedEUR': 374918236, 'peggedJPY': 1583708282, 'peggedCNY': 37300, 'peggedUAH': 442188, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1638532, 'peggedCHF': 18954871, 'peggedAUD': 409812, 'peggedREAL': 278901092}",1569795192.3095703,,
2025-04-15 00:00:00,"{'peggedUSD': 233770195148, 'peggedVAR': 90358952, 'peggedEUR': 383283132, 'peggedJPY': 1583712563, 'peggedCNY': 37300, 'peggedUAH': 442188, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1638532, 'peggedCHF': 18965181, 'peggedAUD': 409812, 'peggedREAL': 278871886}",1145841198.2860565,,
2025-04-16 00:00:00,"{'peggedUSD': 234210580118, 'peggedVAR': 90138583, 'peggedEUR': 387359701, 'peggedJPY': 1583716234, 'peggedCNY': 37300, 'peggedUAH': 442188, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1638532, 'peggedCHF': 18971932, 'peggedAUD': 409812, 'peggedREAL': 278745951}",1317125454.8568726,,
2025-04-17 00:00:00,"{'peggedUSD': 234427762199, 'peggedVAR': 90128669, 'peggedEUR': 386056415, 'peggedJPY': 1583715410, 'peggedCNY': 37300, 'peggedUAH': 442188, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1638532, 'peggedCHF': 14048332, 'peggedAUD': 409792, 'peggedREAL': 278771759}",1156483295.777893,,
2025-04-18 00:00:00,"{'peggedUSD': 234767789311, 'peggedVAR': 90143440, 'peggedEUR': 387838678, 'peggedJPY': 1583714950, 'peggedCNY': 37300, 'peggedUAH': 442188, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1638532, 'peggedCHF': 14048332, 'peggedAUD': 409792, 'peggedREAL': 278681272}",1156483295.777893,,
2025-04-19 00:00:00,"{'peggedUSD': 234229819961, 'peggedVAR': 90144066, 'peggedEUR': 392865169, 'peggedJPY': 1583715944, 'peggedCNY': 37300, 'peggedUAH': 442188, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1638532, 'peggedCHF': 14047984, 'peggedAUD': 409792, 'peggedREAL': 278724062}",1156483295.777893,,
2025-04-20 00:00:00,"{'peggedUSD': 234457858142, 'peggedVAR': 90172951, 'peggedEUR': 392996385, 'peggedJPY': 1583710139, 'peggedCNY': 37300, 'peggedUAH': 442188, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1638532, 'peggedCHF': 14047984, 'peggedAUD': 409792, 'peggedREAL': 278749107}",1156483295.777893,,
2025-04-21 00:00:00,"{'peggedUSD': 234463629105, 'peggedVAR': 90177277, 'peggedEUR': 393136868, 'peggedJPY': 1583709327, 'peggedCNY': 37300, 'peggedUAH': 442188, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1638532, 'peggedCHF': 14047984, 'peggedAUD': 409792, 'peggedREAL': 278738656}",2840349537.7349854,,
2025-04-22 00:00:00,"{'peggedUSD': 234619406086, 'peggedVAR': 90186574, 'peggedEUR': 398465230, 'peggedJPY': 1583708266, 'peggedCNY': 37300, 'peggedUAH': 442188, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1638532, 'peggedCHF': 13947984, 'peggedAUD': 409792, 'peggedREAL': 278748966}",4361080401.329041,,
2025-04-23 00:00:00,"{'peggedUSD': 236005561221, 'peggedVAR': 90196835, 'peggedEUR': 401762230, 'peggedJPY': 1583708460, 'peggedCNY': 37300, 'peggedUAH': 433337, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1558532, 'peggedCHF': 13948194, 'peggedAUD': 409792, 'peggedREAL': 278642399}",3243098646.5091705,,
2025-04-24 00:00:00,"{'peggedUSD': 236537820986, 'peggedVAR': 90226264, 'peggedEUR': 399007525, 'peggedJPY': 1583707774, 'peggedCNY': 37300, 'peggedUAH': 433799, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1558532, 'peggedCHF': 13861994, 'peggedAUD': 409792, 'peggedREAL': 278670073}",1516663668.2029724,,
2025-04-25 00:00:00,"{'peggedUSD': 237437568003, 'peggedVAR': 90226239, 'peggedEUR': 397297235, 'peggedJPY': 1583704661, 'peggedCNY': 37300, 'peggedUAH': 433799, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1558532, 'peggedCHF': 13808980, 'peggedAUD': 409792, 'peggedREAL': 278567464}",2617496392.0783997,,
2025-04-26 00:00:00,"{'peggedUSD': 238021625574, 'peggedVAR': 90206089, 'peggedEUR': 402663264, 'peggedJPY': 1583703911, 'peggedCNY': 37300, 'peggedUAH': 435689, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1558532, 'peggedCHF': 13807180, 'peggedAUD': 409792, 'peggedREAL': 278672436}",2617496392.0783997,,
2025-04-27 00:00:00,"{'peggedUSD': 238841984549, 'peggedVAR': 90206682, 'peggedEUR': 402812146, 'peggedJPY': 1583701285, 'peggedCNY': 37300, 'peggedUAH': 435689, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1558532, 'peggedCHF': 13809170, 'peggedAUD': 409792, 'peggedREAL': 278917829}",2617496392.0783997,,
2025-04-28 00:00:00,"{'peggedUSD': 239566994403, 'peggedVAR': 90200502, 'peggedEUR': 402756251, 'peggedJPY': 1583701386, 'peggedCNY': 37300, 'peggedUAH': 435689, 'peggedARS': 3100000000, 'peggedGBP': 5445, 'peggedCAD': 1558532, 'peggedCHF': 13809170, 'peggedAUD': 409792, 'peggedREAL': 278975050}",1840389972.4838257,,
